simulated time	num cells	num division	num death	wall time	oxygen	tnf
0	1137	1137	0	0.0745801	18999	274.461
40	1182	45	0	109.084	3.58262e-05	7.30081
80	1182	0	0	92.9246	7.63406e-14	0.029912
120	1182	0	0	93.1555	1.62671e-22	0.000122552
160	1182	0	0	93.1834	3.46629e-31	5.02105e-07
200	1182	0	0	91.4402	7.38618e-40	2.05716e-09
240	1182	0	0	90.6984	1.57389e-48	8.42837e-12
280	1182	0	0	90.8307	3.35374e-57	3.45317e-14
320	1182	0	0	93.4423	7.14635e-66	1.41479e-16
360	1182	0	0	90.804	1.52279e-74	5.79651e-19
400	1182	0	0	90.7534	3.24484e-83	2.37488e-21
440	1182	0	0	90.7733	6.91431e-92	9.73007e-24
480	1182	0	0	92.3445	1.47334e-100	3.98649e-26
520	1182	0	0	90.7953	3.13948e-109	1.6333e-28
560	1182	0	0	90.688	6.6898e-118	6.69174e-31
600	1182	0	0	90.9646	1.4255e-126	2.74166e-33
640	1182	0	0	90.6242	3.03754e-135	1.12328e-35
680	1182	0	0	90.6412	6.47257e-144	4.60217e-38
720	1182	0	0	93.7329	1.37921e-152	1.88555e-40
760	1182	0	0	90.8803	2.93891e-161	7.72523e-43
800	1182	0	0	90.6483	6.26241e-170	3.16509e-45
840	1182	0	0	107.082	1.33443e-178	7.31822
880	1182	0	0	90.773	2.84348e-187	0.0299833
920	1182	0	0	93.093	6.05906e-196	0.000122844
960	1182	0	0	91.1837	1.2911e-204	5.03302e-07
1000	1182	0	0	91.1341	2.75116e-213	2.06207e-09
1040	1182	0	0	90.7332	5.86232e-222	8.44847e-12
1080	1182	0	0	90.861	1.24918e-230	3.46141e-14
1120	1182	0	0	90.897	2.66182e-239	1.41817e-16
1160	1182	0	0	90.7361	5.67197e-248	5.81034e-19
1200	1182	0	0	90.7412	1.20862e-256	2.38054e-21
1240	1182	0	0	91.3374	2.57539e-265	9.75327e-24
1280	1182	0	0	91.304	5.4878e-274	3.99599e-26
1320	1182	0	0	92.508	1.16937e-282	1.63719e-28
1360	1182	0	0	92.0136	2.49177e-291	6.7077e-31
1400	1182	0	0	91.0639	5.30961e-300	2.7482e-33
1440	1182	0	0	89.0147	0	1.12596e-35
1440.02	1182	0	0	0.163752	0	1.12287e-35
